before_id,after_id,iou,before_h_m,after_h_m,delta_m,class,area_m2,reason
158,158,1.0,12.49,12.49,0.0,INCONCLUSIVE,251.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
157,157,1.0,13.67,13.67,0.0,INCONCLUSIVE,252.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
156,156,1.0,12.95,12.95,0.0,INCONCLUSIVE,252.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
154,154,1.0,12.4,12.4,0.0,INCONCLUSIVE,253.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
153,153,1.0,12.7,12.7,0.0,INCONCLUSIVE,256.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
152,152,1.0,12.68,12.68,0.0,INCONCLUSIVE,257.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
151,151,1.0,5.84,5.84,0.0,INCONCLUSIVE,259.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.5 m here) -- damage cannot be ruled out at this precision"
150,150,1.0,11.32,11.32,0.0,INCONCLUSIVE,261.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.8 m here) -- damage cannot be ruled out at this precision"
149,149,1.0,11.9,11.9,0.0,INCONCLUSIVE,262.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.0 m here) -- damage cannot be ruled out at this precision"
148,148,1.0,7.61,7.61,0.0,INCONCLUSIVE,264.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.9 m here) -- damage cannot be ruled out at this precision"
147,147,1.0,12.6,12.6,0.0,INCONCLUSIVE,265.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
146,146,1.0,13.31,13.31,0.0,INCONCLUSIVE,272.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.3 m here) -- damage cannot be ruled out at this precision"
145,145,1.0,13.8,13.8,0.0,INCONCLUSIVE,272.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.5 m here) -- damage cannot be ruled out at this precision"
144,144,1.0,13.48,13.48,0.0,INCONCLUSIVE,273.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
143,143,1.0,14.41,14.41,0.0,INCONCLUSIVE,275.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
142,142,1.0,11.43,11.43,0.0,INCONCLUSIVE,275.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.9 m here) -- damage cannot be ruled out at this precision"
141,141,1.0,12.79,12.79,0.0,INCONCLUSIVE,277.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
138,138,1.0,20.4,20.4,0.0,INCONCLUSIVE,284.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (5.1 m here) -- damage cannot be ruled out at this precision"
137,137,1.0,12.78,12.78,0.0,INCONCLUSIVE,286.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
136,136,1.0,12.17,12.17,0.0,INCONCLUSIVE,287.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.0 m here) -- damage cannot be ruled out at this precision"
135,135,1.0,13.42,13.42,0.0,INCONCLUSIVE,288.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
134,134,1.0,13.66,13.66,0.0,INCONCLUSIVE,288.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
133,133,1.0,13.42,13.42,0.0,INCONCLUSIVE,289.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
131,131,1.0,12.29,12.29,0.0,INCONCLUSIVE,295.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
130,130,1.0,12.87,12.87,0.0,INCONCLUSIVE,299.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
129,129,1.0,16.11,16.11,0.0,INCONCLUSIVE,303.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.0 m here) -- damage cannot be ruled out at this precision"
128,128,1.0,12.52,12.52,0.0,INCONCLUSIVE,305.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
127,127,1.0,12.05,12.05,0.0,INCONCLUSIVE,308.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.0 m here) -- damage cannot be ruled out at this precision"
126,126,1.0,14.27,14.27,0.0,INCONCLUSIVE,309.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
125,125,1.0,15.31,15.31,0.0,INCONCLUSIVE,309.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.8 m here) -- damage cannot be ruled out at this precision"
124,124,1.0,12.64,12.64,0.0,INCONCLUSIVE,310.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
123,123,1.0,13.38,13.38,0.0,INCONCLUSIVE,315.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.3 m here) -- damage cannot be ruled out at this precision"
122,122,1.0,11.65,11.65,0.0,INCONCLUSIVE,315.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.9 m here) -- damage cannot be ruled out at this precision"
120,120,1.0,7.83,7.83,0.0,INCONCLUSIVE,320.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.0 m here) -- damage cannot be ruled out at this precision"
119,119,1.0,7.26,7.26,0.0,INCONCLUSIVE,322.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.8 m here) -- damage cannot be ruled out at this precision"
118,118,1.0,14.54,14.54,0.0,INCONCLUSIVE,324.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
117,117,1.0,12.6,12.6,0.0,INCONCLUSIVE,325.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
115,115,1.0,7.41,7.41,0.0,INCONCLUSIVE,330.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.9 m here) -- damage cannot be ruled out at this precision"
114,114,1.0,7.3,7.3,0.0,INCONCLUSIVE,333.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.8 m here) -- damage cannot be ruled out at this precision"
113,113,1.0,4.42,4.42,0.0,INCONCLUSIVE,333.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.1 m here) -- damage cannot be ruled out at this precision"
111,111,1.0,13.23,13.23,0.0,INCONCLUSIVE,334.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.3 m here) -- damage cannot be ruled out at this precision"
110,110,1.0,5.96,5.96,0.0,INCONCLUSIVE,336.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.5 m here) -- damage cannot be ruled out at this precision"
109,109,1.0,14.49,14.49,0.0,INCONCLUSIVE,337.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
108,108,1.0,7.34,7.34,0.0,INCONCLUSIVE,340.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.8 m here) -- damage cannot be ruled out at this precision"
106,106,1.0,7.43,7.43,0.0,INCONCLUSIVE,342.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.9 m here) -- damage cannot be ruled out at this precision"
105,105,1.0,7.44,7.44,0.0,INCONCLUSIVE,346.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.9 m here) -- damage cannot be ruled out at this precision"
103,103,1.0,12.49,12.49,0.0,INCONCLUSIVE,353.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
101,101,1.0,15.49,15.49,0.0,INCONCLUSIVE,354.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.9 m here) -- damage cannot be ruled out at this precision"
100,100,1.0,5.32,5.32,0.0,INCONCLUSIVE,354.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.3 m here) -- damage cannot be ruled out at this precision"
99,99,1.0,14.31,14.31,0.0,INCONCLUSIVE,359.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
98,98,1.0,12.55,12.55,0.0,INCONCLUSIVE,362.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
97,97,1.0,14.28,14.28,0.0,INCONCLUSIVE,363.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
95,95,1.0,12.37,12.37,0.0,INCONCLUSIVE,369.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
94,94,1.0,13.32,13.32,0.0,INCONCLUSIVE,372.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.3 m here) -- damage cannot be ruled out at this precision"
93,93,1.0,7.39,7.39,0.0,INCONCLUSIVE,373.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.8 m here) -- damage cannot be ruled out at this precision"
92,92,1.0,7.52,7.52,0.0,INCONCLUSIVE,375.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.9 m here) -- damage cannot be ruled out at this precision"
91,91,1.0,13.32,13.32,0.0,INCONCLUSIVE,378.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.3 m here) -- damage cannot be ruled out at this precision"
90,90,1.0,13.71,13.71,0.0,INCONCLUSIVE,381.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
89,89,1.0,14.25,14.25,0.0,INCONCLUSIVE,384.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
88,88,1.0,10.42,10.42,0.0,INCONCLUSIVE,385.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.6 m here) -- damage cannot be ruled out at this precision"
87,87,1.0,16.44,16.44,0.0,INCONCLUSIVE,394.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.1 m here) -- damage cannot be ruled out at this precision"
86,86,1.0,7.6,7.6,0.0,INCONCLUSIVE,395.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.9 m here) -- damage cannot be ruled out at this precision"
85,85,1.0,14.31,14.31,0.0,INCONCLUSIVE,399.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
84,84,1.0,12.48,12.48,0.0,INCONCLUSIVE,399.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
83,83,1.0,7.46,7.46,0.0,INCONCLUSIVE,404.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.9 m here) -- damage cannot be ruled out at this precision"
82,82,1.0,12.85,12.85,0.0,INCONCLUSIVE,406.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.2 m here) -- damage cannot be ruled out at this precision"
81,81,1.0,8.01,8.01,0.0,INCONCLUSIVE,407.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.0 m here) -- damage cannot be ruled out at this precision"
80,80,1.0,13.93,13.93,0.0,INCONCLUSIVE,407.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.5 m here) -- damage cannot be ruled out at this precision"
79,79,1.0,13.46,13.46,0.0,INCONCLUSIVE,410.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
78,78,1.0,13.7,13.7,0.0,INCONCLUSIVE,413.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
77,77,1.0,14.17,14.17,0.0,INCONCLUSIVE,414.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.5 m here) -- damage cannot be ruled out at this precision"
76,76,1.0,13.94,13.94,0.0,INCONCLUSIVE,422.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.5 m here) -- damage cannot be ruled out at this precision"
75,75,1.0,25.59,25.59,0.0,INCONCLUSIVE,426.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (6.4 m here) -- damage cannot be ruled out at this precision"
74,74,1.0,7.17,7.17,0.0,INCONCLUSIVE,440.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.8 m here) -- damage cannot be ruled out at this precision"
73,73,1.0,12.58,12.58,0.0,INCONCLUSIVE,440.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.1 m here) -- damage cannot be ruled out at this precision"
72,72,1.0,12.01,12.01,0.0,INCONCLUSIVE,446.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.0 m here) -- damage cannot be ruled out at this precision"
71,71,1.0,14.82,14.82,0.0,INCONCLUSIVE,454.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.7 m here) -- damage cannot be ruled out at this precision"
69,69,1.0,14.29,14.29,0.0,INCONCLUSIVE,461.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
68,68,1.0,12.04,12.04,0.0,INCONCLUSIVE,461.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.0 m here) -- damage cannot be ruled out at this precision"
67,67,1.0,14.35,14.35,0.0,INCONCLUSIVE,464.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
66,66,1.0,14.38,14.38,0.0,INCONCLUSIVE,469.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
65,65,1.0,14.67,14.67,0.0,INCONCLUSIVE,470.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.7 m here) -- damage cannot be ruled out at this precision"
63,63,1.0,8.52,8.52,0.0,INCONCLUSIVE,475.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.1 m here) -- damage cannot be ruled out at this precision"
62,62,1.0,13.99,13.99,0.0,INCONCLUSIVE,475.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.5 m here) -- damage cannot be ruled out at this precision"
61,61,1.0,9.4,9.4,0.0,INCONCLUSIVE,476.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.4 m here) -- damage cannot be ruled out at this precision"
60,60,1.0,14.56,14.56,0.0,INCONCLUSIVE,477.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
59,59,1.0,15.84,15.84,0.0,INCONCLUSIVE,479.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (4.0 m here) -- damage cannot be ruled out at this precision"
58,58,1.0,15.06,15.06,0.0,INCONCLUSIVE,488.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.8 m here) -- damage cannot be ruled out at this precision"
56,56,1.0,13.49,13.49,0.0,INCONCLUSIVE,493.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.4 m here) -- damage cannot be ruled out at this precision"
55,55,1.0,14.54,14.54,0.0,INCONCLUSIVE,497.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.6 m here) -- damage cannot be ruled out at this precision"
54,54,1.0,14.79,14.79,0.0,INCONCLUSIVE,500.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.7 m here) -- damage cannot be ruled out at this precision"
53,53,1.0,8.58,8.58,0.0,INCONCLUSIVE,501.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.1 m here) -- damage cannot be ruled out at this precision"
52,52,1.0,13.97,13.97,0.0,INCONCLUSIVE,507.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.5 m here) -- damage cannot be ruled out at this precision"
51,51,1.0,15.6,15.6,0.0,INCONCLUSIVE,509.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.9 m here) -- damage cannot be ruled out at this precision"
50,50,1.0,14.71,14.71,0.0,INCONCLUSIVE,513.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.7 m here) -- damage cannot be ruled out at this precision"
49,49,1.0,15.6,15.6,0.0,INCONCLUSIVE,519.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.9 m here) -- damage cannot be ruled out at this precision"
48,48,1.0,5.0,5.0,0.0,INCONCLUSIVE,522.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.2 m here) -- damage cannot be ruled out at this precision"
47,47,1.0,15.01,15.01,0.0,INCONCLUSIVE,523.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.8 m here) -- damage cannot be ruled out at this precision"
46,46,1.0,6.73,6.73,0.0,INCONCLUSIVE,525.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.7 m here) -- damage cannot be ruled out at this precision"
45,45,1.0,4.87,4.87,0.0,INCONCLUSIVE,534.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.2 m here) -- damage cannot be ruled out at this precision"
43,43,1.0,6.97,6.97,0.0,INCONCLUSIVE,543.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.7 m here) -- damage cannot be ruled out at this precision"
42,42,1.0,5.04,5.04,0.0,INCONCLUSIVE,551.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.3 m here) -- damage cannot be ruled out at this precision"
41,41,1.0,4.95,4.95,0.0,INCONCLUSIVE,560.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.2 m here) -- damage cannot be ruled out at this precision"
40,40,1.0,4.71,4.71,0.0,INCONCLUSIVE,567.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.2 m here) -- damage cannot be ruled out at this precision"
39,39,1.0,4.66,4.66,0.0,INCONCLUSIVE,573.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.2 m here) -- damage cannot be ruled out at this precision"
38,38,1.0,4.87,4.87,0.0,INCONCLUSIVE,576.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.2 m here) -- damage cannot be ruled out at this precision"
37,37,1.0,6.59,6.59,0.0,INCONCLUSIVE,576.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.6 m here) -- damage cannot be ruled out at this precision"
36,36,1.0,6.84,6.84,0.0,INCONCLUSIVE,580.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.7 m here) -- damage cannot be ruled out at this precision"
35,35,1.0,8.24,8.24,0.0,INCONCLUSIVE,583.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.1 m here) -- damage cannot be ruled out at this precision"
34,34,1.0,4.58,4.58,0.0,INCONCLUSIVE,609.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.1 m here) -- damage cannot be ruled out at this precision"
33,33,1.0,4.7,4.7,0.0,INCONCLUSIVE,613.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.2 m here) -- damage cannot be ruled out at this precision"
32,32,1.0,4.39,4.39,0.0,INCONCLUSIVE,619.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.1 m here) -- damage cannot be ruled out at this precision"
31,31,1.0,15.29,15.29,0.0,INCONCLUSIVE,641.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.8 m here) -- damage cannot be ruled out at this precision"
30,30,1.0,5.6,5.6,0.0,INCONCLUSIVE,650.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.4 m here) -- damage cannot be ruled out at this precision"
28,28,1.0,4.81,4.81,0.0,INCONCLUSIVE,672.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.2 m here) -- damage cannot be ruled out at this precision"
27,27,1.0,5.68,5.68,0.0,INCONCLUSIVE,692.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.4 m here) -- damage cannot be ruled out at this precision"
26,26,1.0,4.88,4.88,0.0,INCONCLUSIVE,705.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.2 m here) -- damage cannot be ruled out at this precision"
25,25,1.0,6.34,6.34,0.0,INCONCLUSIVE,754.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.6 m here) -- damage cannot be ruled out at this precision"
22,22,1.0,6.19,6.19,0.0,INCONCLUSIVE,815.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.5 m here) -- damage cannot be ruled out at this precision"
21,21,1.0,6.51,6.51,0.0,INCONCLUSIVE,834.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.6 m here) -- damage cannot be ruled out at this precision"
20,20,1.0,15.21,15.21,0.0,INCONCLUSIVE,835.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (3.8 m here) -- damage cannot be ruled out at this precision"
19,19,1.0,5.38,5.38,0.0,INCONCLUSIVE,845.8,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.3 m here) -- damage cannot be ruled out at this precision"
18,18,1.0,10.09,10.09,0.0,INCONCLUSIVE,855.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.5 m here) -- damage cannot be ruled out at this precision"
17,17,1.0,5.41,5.41,0.0,INCONCLUSIVE,857.4,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.4 m here) -- damage cannot be ruled out at this precision"
15,15,1.0,4.85,4.85,0.0,INCONCLUSIVE,873.9,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.2 m here) -- damage cannot be ruled out at this precision"
14,14,1.0,1.83,1.83,0.0,INCONCLUSIVE,878.6,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (0.5 m here) -- damage cannot be ruled out at this precision"
12,12,1.0,6.09,6.09,0.0,INCONCLUSIVE,932.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.5 m here) -- damage cannot be ruled out at this precision"
10,10,1.0,3.71,3.71,0.0,INCONCLUSIVE,976.3,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (0.9 m here) -- damage cannot be ruled out at this precision"
9,9,1.0,4.72,4.72,0.0,INCONCLUSIVE,1023.5,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.2 m here) -- damage cannot be ruled out at this precision"
7,7,1.0,6.83,6.83,0.0,INCONCLUSIVE,1082.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.7 m here) -- damage cannot be ruled out at this precision"
6,6,1.0,2.74,2.74,0.0,INCONCLUSIVE,1225.0,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (0.7 m here) -- damage cannot be ruled out at this precision"
5,5,1.0,6.74,6.74,0.0,INCONCLUSIVE,1248.1,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.7 m here) -- damage cannot be ruled out at this precision"
4,4,1.0,7.31,7.31,0.0,INCONCLUSIVE,1342.2,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (1.8 m here) -- damage cannot be ruled out at this precision"
3,3,1.0,9.87,9.87,0.0,INCONCLUSIVE,1469.7,"change +0.0 m is inside the +/-6.4 m interval on the difference, and that band is wider than the 25% damage threshold (2.5 m here) -- damage cannot be ruled out at this precision"
